Date,High,Low,Open,Close,Volume,Adj Close,Name
2016-01-01,1266.9000244140625,1250.6500244140625,1261.0,1258.449951171875,676161.0,1158.53369140625,HDFC.NS
2016-01-04,1253.9000244140625,1212.050048828125,1250.0,1216.699951171875,1995329.0,1120.0985107421875,HDFC.NS
2016-01-05,1233.449951171875,1206.5,1229.9000244140625,1209.4000244140625,2325929.0,1113.3782958984375,HDFC.NS
2016-01-06,1220.75,1202.4000244140625,1209.5999755859375,1209.300048828125,2746330.0,1113.2861328125,HDFC.NS
2016-01-07,1203.550048828125,1175.0,1198.8499755859375,1179.449951171875,1780298.0,1085.8060302734375,HDFC.NS
2016-01-08,1230.0,1169.0,1189.8499755859375,1174.4000244140625,2467149.0,1081.1572265625,HDFC.NS
2016-01-11,1171.0,1150.0999755859375,1165.0,1161.550048828125,2288312.0,1069.3275146484375,HDFC.NS
2016-01-12,1169.4000244140625,1146.050048828125,1169.4000244140625,1151.8499755859375,1942208.0,1060.3974609375,HDFC.NS
2016-01-13,1173.6500244140625,1145.3499755859375,1157.0,1167.6500244140625,1830178.0,1074.9429931640625,HDFC.NS
2016-01-14,1167.0,1147.1500244140625,1154.9000244140625,1159.300048828125,3250397.0,1067.256103515625,HDFC.NS
2016-01-15,1167.300048828125,1143.1500244140625,1160.699951171875,1149.800048828125,1890878.0,1058.5103759765625,HDFC.NS
2016-01-18,1157.699951171875,1125.0999755859375,1140.0,1131.800048828125,2262744.0,1041.939453125,HDFC.NS
2016-01-19,1157.1500244140625,1130.9000244140625,1132.9000244140625,1153.0,1418630.0,1061.4559326171875,HDFC.NS
2016-01-20,1198.0999755859375,1129.1500244140625,1140.25,1136.6500244140625,2585069.0,1046.4041748046875,HDFC.NS
2016-01-21,1147.699951171875,1121.1500244140625,1147.050048828125,1131.0999755859375,5451792.0,1041.294921875,HDFC.NS
2016-01-22,1163.199951171875,1135.199951171875,1140.0,1158.449951171875,2741456.0,1066.4735107421875,HDFC.NS
2016-01-25,1183.4000244140625,1155.0,1165.0,1174.5999755859375,2457396.0,1081.3411865234375,HDFC.NS
2016-01-27,1188.449951171875,1162.0,1176.4000244140625,1169.949951171875,2496568.0,1077.060546875,HDFC.NS
2016-01-28,1159.6500244140625,1138.0,1150.0,1147.75,4077193.0,1056.622802734375,HDFC.NS
2016-01-29,1187.75,1145.050048828125,1147.75,1180.0,3136336.0,1086.3123779296875,HDFC.NS
2016-02-01,1193.949951171875,1170.5999755859375,1182.4000244140625,1180.050048828125,2136935.0,1086.358642578125,HDFC.NS
